CONSULTA DE CENTROS Y SERVICIOS EDUCATIVOS;;;;;;;;;;;;
AREA TERRITORIAL;CODIGO CENTRO;TIPO DE CENTRO;CENTRO;DOMICILIO;MUNICIPIO;DISTRITO MUNICIPAL;COD. POSTAL;TELEFONO;FAX;TITULARIDAD
Madrid-Oeste;28067264;EEI-CN;VALDEMAQUEDA;Calle Juan Carlos I, 8 ;Valdemaqueda;-;28295;918984826;-;Público;
Madrid-Oeste;28048181;EEI-CN;VALDEMORILLO;Camino Eras De San Juan, 12 ;Valdemorillo;-;28210;918990257;918990257;Público;
Madrid-Norte;28062606;EEI-CN;VALDEOLMOS;Calle Subida A La Iglesia, 6 ;Valdeolmos-Alalpardo;-;28130;916202821;916202821;Público;
Madrid-Norte;28064755;EEI-CN;VALDEPIELAGOS;Calle Del Casar, S/n ;Valdepiélagos;-;28170;918416145;-;Público;
Madrid-Norte;28048129;EEI-CN;VALDETORRES DE JARAMA;Calle Mar Adriático, S/n ;Valdetorres de Jarama;-;28150;918415910;916280477;Público;
Madrid-Este;28048130;EEI-CN;VALDILECHA;Calle Miguel De Cervantes, 2 ;Valdilecha;-;28511;918738551;918738551;Público;
Madrid-Sur;28057261;EEI-CN;VALLE INCLAN;Calle Río Tormés, 29 ;Leganés;-;28913;916937878;916937878;Público;
Madrid-Norte;28048154;EEI-CN;VENTURADA;Calle De Los Álamos, S/n ;Venturada;-;28729;918439531;918439531;Público;
Madrid-Sur;28074751;EEI-CN;VICTORIA KAMHI (PROGRAMA DE CASA DE NIÑOS);Avenida Memorial De La Paz De Hirosima, S/n ;Aranjuez;-;28300;918928876;-;Público;
Madrid-Sur;28056813;EEI-CN;VILLAAMIL;Calle Ginebra, S/n ;Móstoles;-;28937;916465467;916465467;Público;
Madrid-Este;28048166;EEI-CN;VILLACONEJOS;Paseo De Santa Ana, 1 ;Villaconejos;-;28360;918939169;-;Público;
Madrid-Este;28047307;EEI-CN;VILLAMANRIQUE DE TAJO;Calle De La República Dominicana, 6-8 ;Villamanrique de Tajo;-;28598;918727099;918727099;Público;
Madrid-Sur;28057556;EEI-CN;VILLANUEVA DE PERALES;Calle Chapinería, 14 ;Villanueva de Perales;-;28609;918137447;-;Público;
Madrid-Norte;28048750;EEI-CN;VILLAVIEJA DE LOZOYA;Calle De La Fragua, 2 ;Villavieja del Lozoya;-;28739;918681513;918682030;Público;
Madrid-Oeste;28076770;EEI-CN;VIRGEN DEL SOTO  (PROGRAMA CASA DE NIÑOS);Calle San Juan De La Cruz, 6 ;Villanueva del Pardillo;-;28229;918150425;-;Público;
