CONSULTA DE CENTROS Y SERVICIOS EDUCATIVOS;;;;;;;;;;;;
AREA TERRITORIAL;CODIGO CENTRO;TIPO DE CENTRO;CENTRO;DOMICILIO;MUNICIPIO;DISTRITO MUNICIPAL;COD. POSTAL;TELEFONO;FAX;TITULARIDAD
Madrid-Sur;28065553;CP INF-PRI;CRISTO DE LA CAMPANA;Paseo De Castilla, S/n ;Villanueva de Perales;-;28609;918137894;918137895;Público;
Madrid-Sur;28025312;CP INF-PRI;CRISTO DE LA SALUD;Paseo Del Prado, 28 ;Valdemoro;-;28343;918954140;918083103;Público;
Madrid-Capital;28005271;CP INF-PRI;CRISTOBAL COLON;Carretera De Carabanchel A Villaverde, 109 ;Madrid;Villaverde;28041;917973312;917973312;Público;
Madrid-Este;28038057;CP INF-PRI;CRISTOBAL COLON;Calle De Adarga, 2 ;Alcalá de Henares;-;28805;918779409;918835939;Público;
Madrid-Capital;28010539;CP INF-PRI;CUBA;Calle De Tembleque, 58 ;Madrid;Latina;28024;915187564;915180170;Público;
Madrid-Capital;28004266;CP INF-PRI;DAMASO ALONSO;Avenida De Espinela, 1 ;Madrid;Villaverde;28021;917970620;917970620;Público;
Madrid-Sur;28001137;CP INF-PRI;DANIEL MARTIN;Avenida Del Alcalde José Aranda, 45 ;Alcorcón;-;28923;916108191;916101196;Público;
Madrid-Capital;28021446;CP INF-PRI;DANIEL VAZQUEZ DIAZ;Calle De Armenteros, 46 ;Madrid;Moncloa-Aravaca;28039;914505842;913117764;Público;
Madrid-Oeste;28028155;CP INF-PRI;DANIEL VAZQUEZ DIAZ;Carretera M-619 (alpedrete), 1 ;Collado Villalba;-;28400;918506138;918406405;Público;
Madrid-Este;28000081;CP INF-PRI;DAOIZ Y VELARDE;Calle Infantado, 2 ;Alcalá de Henares;-;28807;918880958;918880958;Público;
Madrid-Sur;28069340;CP INF-PRI;DAOIZ Y VELARDE;Calle De José Echegaray, 59 ;Getafe;-;28909;916849327;916848845;Público;
Madrid-Norte;28000765;CP INF-PRI;DAOIZ Y VELARDE;Avenida De Valdelaparra, 92 ;Alcobendas;-;28108;916616095;916613142;Público;
Madrid-Capital;28005076;CP INF-PRI;DE PRACTICAS ASUNCION RINCON;Avenida De Filipinas, 5 ;Madrid;Chamberí;28003;915542118;915345120;Público;
Madrid-Sur;28073033;CP INF-PRI;DIEGO MUÑOZ-TORRERO;Calle De María Curie, 46 ;Valdemoro;-;28342;911744348;911743011;Público;
Madrid-Capital;28028854;CP INF-PRI;DIONISIO RIDRUEJO;Calle De Zipaquira, 14 ;Madrid;Hortaleza;28033;917639188;917639188;Público;
Madrid-Oeste;28022967;CP INF-PRI;DIVINO MAESTRO;Calle Calvario, 20 ;Molinos, Los;-;28460;918553575;918553324;Público;
Madrid-Oeste;28023881;CP INF-PRI;DIVINO MAESTRO;Calle Cirilo Palomo, 11 ;Pozuelo de Alarcón;-;28223;917158893;917158893;Público;
Madrid-Sur;28060282;CP INF-PRI;DÑA. LEONOR DEL ALAMO;Calle Rosalía De Castro, 4 ;Valdemoro;-;28342;918762311;918762344;Público;
Madrid-Capital;28010503;CP INF-PRI;DOCTOR CONDE ARRUGA;Calle De Hacienda De Pavones, 105 ;Madrid;Moratalaz;28030;917732393;917737286;Público;
Madrid-Capital;28010552;CP INF-PRI;DOCTOR FEDERICO RUBIO;Avenida Del Doctor Federico Rubio Y Galí, 53 ;Madrid;Tetuán;28039;914502091;914595006;Público;
Madrid-Capital;28021422;CP INF-PRI;DOCTOR SEVERO OCHOA;Calle De Ezcaray, 3 ;Madrid;Vicálvaro;28032;917752715;917750711;Público;
Madrid-Sur;28028386;CP INF-PRI;DOCTOR SEVERO OCHOA;Avenida De Los Ángeles, 26 ;Getafe;-;28903;916950006;916950006;Público;
Madrid-Capital;28018459;CP INF-PRI;DOCTOR TOLOSA LATOUR;Calle De Los Asturianos, 4 ;Madrid;Puente de Vallecas;28018;917784794;917777679;Público;
Madrid-Este;28000388;CP INF-PRI;DOCTORA DE ALCALA;Calle De Pedro Sarmiento De Gamboa, 11 ;Alcalá de Henares;-;28805;918883764;918833055;Público;
Madrid-Sur;28069170;CP INF-PRI;DOS DE MAYO;Calle Ruperto Chapí, 1 ;Pinto;-;28320;916706830;916926539;Público;
Madrid-Este;28060312;CP INF-PRI;DULCE CHACON;Calle Federica Montseny, 3 ;Rivas-Vaciamadrid;-;28521;914853408;916702214;Público;
Madrid-Sur;28062102;CP INF-PRI;DULCE CHACON;Calle De Concepción Arenal, 17 ;Fuenlabrada;-;28942;914869457;914869465;Público;
Madrid-Este;28028741;CP INF-PRI;DULCINEA;Cuesta Teatinos, 10 ;Alcalá de Henares;-;28805;918895926;918829312;Público;
Madrid-Este;28003961;CP INF-PRI;DUQUE DE ALBA;Avenida Argentina, 2 ;Loeches;-;28890;918851010;918308572;Público;
Madrid-Sur;28024794;CP INF-PRI;DUQUE DE RIVAS;Calle Villanueva, 1 ;Sevilla la Nueva;-;28609;918130019;918130790;Público;
Madrid-Capital;28005933;CP INF-PRI;EDUARDO ROJO;Calle De Eduardo Rojo, 2 ;Madrid;Puente de Vallecas;28018;914774560;914784525;Público;
Madrid-Capital;28039360;CP INF-PRI;EE.UU. DE AMERICA-HUARTE DE SAN JUAN;Paseo Del Comandante Fortea, 71 ;Madrid;Moncloa-Aravaca;28008;915418978;915594699;Público;
Madrid-Sur;28000042;CP INF-PRI;EL ALAMO;Calle Del Río Alagón, 1 ;Álamo, El;-;28607;918120652;918122834;Público;
Madrid-Sur;28077211;CP INF-PRI;EL BERCIAL;Calle Camerún, S/n ;Getafe;-;28907;648229732;-;Público;
Madrid-Este;28024861;CP INF-PRI;EL BUEN GOBERNADOR;Avenida Constitución, 9 ;Torrejón de Ardoz;-;28850;916751372;916751372;Público;
Madrid-Oeste;28044653;CP INF-PRI;EL ENEBRAL;Calle Doctor José María Poveda, 6 ;Collado Villalba;-;28400;918507126;918517229;Público;
Madrid-Capital;28044434;CP INF-PRI;EL ESPINILLO;Calle De La Unanimidad, 1 ;Madrid;Villaverde;28041;917237434;913180790;Público;
Madrid-Capital;28060221;CP INF-PRI;EL GRECO;Calle De La Estefanita, 7 ;Madrid;Villaverde;28021;917100008;917983281;Público;
Madrid-Este;28039256;CP INF-PRI;EL JARAMA;Calle De Ramón Y Cajal, 9 ;San Fernando de Henares;-;28830;916742336;916742341;Público;
Madrid-Capital;28038331;CP INF-PRI;EL MADROÑO;Calle De Las Las Marismas, 14 ;Madrid;Puente de Vallecas;28038;915014668;915013612;Público;
Madrid-Este;28028261;CP INF-PRI;EL OLIVAR;Calle De Nazario Calonge, S/n ;San Fernando de Henares;-;28830;916738928;916693699;Público;
Madrid-Este;28037946;CP INF-PRI;EL OLIVAR;Avenida De Covibar, 3 ;Rivas-Vaciamadrid;-;28523;916663979;916663242;Público;
Madrid-Este;28042164;CP INF-PRI;EL OLIVO;Avenida De España, S/n ;Coslada;-;28821;916722753;916739596;Público;
Madrid-Este;28042851;CP INF-PRI;EL PARQUE;Avenida De Covibar, 1 ;Rivas-Vaciamadrid;-;28523;916666078;916666078;Público;
Madrid-Oeste;28056138;CP INF-PRI;EL PERALEJO;Calle De Santa Quiteria, 28 ;Alpedrete;-;28430;918570367;918570339;Público;
Madrid-Sur;28058573;CP INF-PRI;EL POETA;Calle De Los Olmos, 2 ;Serranillos del Valle;-;28979;918175746;918175754;Público;
Madrid-Sur;28023674;CP INF-PRI;EL PRADO;Calle De La Cañada Real De La Mesta, 9 ;Pinto;-;28320;916911106;916914648;Público;
Madrid-Capital;28042796;CP INF-PRI;EL QUIJOTE;Calle De Fuentidueña, 4 ;Madrid;Villa de Vallecas;28031;913800214;913800246;Público;
Madrid-Oeste;28060351;CP INF-PRI;EL RASO;Calle Del Raso, 6 ;Moralzarzal;-;28411;918421080;918421080;Público;
Madrid-Capital;28057015;CP INF-PRI;EL SOL;Avenida De Canillejas A Vicálvaro, 82 ;Madrid;San Blas-Canillejas;28022;913060345;913060347;Público;
Madrid-Oeste;28038380;CP INF-PRI;EL TEJAR;Calle Del Romero, 4 ;Majadahonda;-;28221;916396400;916390090;Público;
Madrid-Sur;28001794;CP INF-PRI;EL TORREON;Calle De Serranillos, 6 ;Arroyomolinos;-;28939;916095705;916095705;Público;
Madrid-Sur;28073902;CP INF-PRI;EL TRIGAL;Calle Álava, 11 ;Fuenlabrada;-;28941;916156221;916156656;Público;
Madrid-Norte;28077841;CP INF-PRI;EL VELLON;Calle Jockey Florentino González, 2 ;Vellón, El;-;28722;918413475;918413097;Público;
Madrid-Sur;28060294;CP INF-PRI;ELOY SAAVEDRA;Calle Timanfaya, 1 ;Ciempozuelos;-;28350;918931680;918015202;Público;
Madrid-Capital;28005349;CP INF-PRI;EMILIA PARDO BAZAN;Calle Del Ventorrillo, 14 ;Madrid;Centro;28005;915306059;915275184;Público;
Madrid-Norte;28028775;CP INF-PRI;EMILIO CASADO;Calle Del Doctor Casimiro Morcillo, 51 ;Alcobendas;-;28100;916618407;916619572;Público;
Madrid-Sur;28073914;CP INF-PRI;EMPERADOR CARLOS V;Calle De Magallanes, S/n ;Getafe;-;28903;916812701;916831100;Público;
Madrid-Este;28000315;CP INF-PRI;EMPERADOR FERNANDO;Calle De La Ronda Fiscal, 44 ;Alcalá de Henares;-;28803;918823334;918807542;Público;
Madrid-Norte;28024034;CP INF-PRI;ENRIQUE DE MESA;Calle De Modesto Ortega Lobón, 12 ;Rascafría;-;28740;918691159;918691159;Público;
Madrid-Este;28038461;CP INF-PRI;ENRIQUE TIERNO GALVAN;Avenida De Algorta, S/n ;San Fernando de Henares;-;28830;916736531;916738816;Público;
Madrid-Norte;28039165;CP INF-PRI;ENRIQUE TIERNO GALVAN;Avenida De Valencia, 1 ;San Sebastián de los Reyes;-;28702;916587325;916530590;Público;
Madrid-Sur;28039815;CP INF-PRI;ENRIQUE TIERNO GALVAN;Avenida De Juan Carlos I, 26 ;Getafe;-;28905;916827190;916011566;Público;
Madrid-Sur;28039761;CP INF-PRI;ENRIQUE TIERNO GALVAN;Avenida De Europa, 11 ;Fuenlabrada;-;28943;916060831;914921802;Público;
Madrid-Capital;28010576;CP INF-PRI;ERMITA DEL SANTO;Paseo De La Ermita Del Santo, 18 ;Madrid;Latina;28011;914642590;914642590;Público;
Madrid-Este;28070718;CP INF-PRI;ERNEST HEMINGWAY;Calle Gonzalo Torrente Ballester, 74 ;Alcalá de Henares;-;28806;918784065;918303988;Público;
Madrid-Capital;28004965;CP INF-PRI;ESCUELAS AGUIRRE;Calle De Pío Baroja, 4 ;Madrid;Retiro;28009;915741864;915044683;Público;
Madrid-Capital;28005167;CP INF-PRI;ESCUELAS BOSQUE;Avenida De Santo Ángel De La Guarda, 4 ;Madrid;Moncloa-Aravaca;28039;914505060;914590557;Público;
Madrid-Este;28050380;CP INF-PRI;ESPARTALES;Calle Rosalia De Castro, 3 ;Alcalá de Henares;-;28806;918832651;918870815;Público;
Madrid-Capital;28021409;CP INF-PRI;ESPERANZA;Calle De Andorra, 12 ;Madrid;Hortaleza;28043;913003012;913003012;Público;
Madrid-Capital;28032791;CP INF-PRI;EUGENIO MARIA DE HOSTOS;Calle De Valdevarnés, 26 ;Madrid;Moncloa-Aravaca;28039;913736366;913866937;Público;
Madrid-Este;28039955;CP INF-PRI;EUROPA;Avenida De Juan Gris, 33 ;Mejorada del Campo;-;28840;916792551;916792551;Público;
Madrid-Sur;28050422;CP INF-PRI;EUROPA;Calle Grecia, 1 ;Pinto;-;28320;916921300;916913924;Público;
Madrid-Norte;28000595;CP INF-PRI;FEDERICO GARCIA LORCA;Calle Del Marqués De La Valdavia, 91 ;Alcobendas;-;28100;916624593;916624084;Público;
Madrid-Oeste;28050458;CP INF-PRI;FEDERICO GARCIA LORCA;Calle De Federico García Lorca, 4 ;Boadilla del Monte;-;28660;916325525;916325525;Público;
Madrid-Oeste;28035551;CP INF-PRI;FEDERICO GARCIA LORCA;Calle Norias, 76 ;Majadahonda;-;28221;916388161;916390209;Público;
Madrid-Norte;28033837;CP INF-PRI;FEDERICO GARCIA LORCA;Calle De Federico García Lorca, 1 ;Colmenar Viejo;-;28770;918453656;918464997;Público;
Madrid-Este;28030848;CP INF-PRI;FEDERICO GARCIA LORCA;Avenida Del Niño Jesus, 1 ;Arganda del Rey;-;28500;918711847;918710508;Público;
Madrid-Sur;28030836;CP INF-PRI;FEDERICO GARCIA LORCA;Calle Del Olímpico Francisco Fernández Ochoa, 6 ;Alcorcón;-;28923;916410362;916416344;Público;
Madrid-Sur;28030393;CP INF-PRI;FEDERICO GARCIA LORCA;Calle Dinamarca, 11 ;Leganés;-;28916;916882114;914810194;Público;
Madrid-Sur;28023157;CP INF-PRI;FEDERICO GARCIA LORCA;Calle De Francisco Javier Sauquillo, 26 ;Móstoles;-;28932;916189736;916643568;Público;
Madrid-Capital;28010591;CP INF-PRI;FELIPE II;Calle Vía Límite, 12 ;Madrid;Tetuán;28029;913157353;917339393;Público;
Madrid-Sur;28031518;CP INF-PRI;FELIPE IV;Calle De Monteclaro, S/n ;Navalcarnero;-;28600;918111051;918114637;Público;
Madrid-Este;28041743;CP INF-PRI;FELIX RODRIGUEZ DE LA FUENTE;Avenida De España, 142 ;Coslada;-;28822;916691452;916691452;Público;
Madrid-Capital;28010606;CP INF-PRI;FERNANDEZ MORATIN;Avenida De Valladolid, 2 ;Madrid;Moncloa-Aravaca;28008;915479787;915596791;Público;
Madrid-Sur;28032456;CP INF-PRI;FERNANDO DE LOS RIOS;Avenida De Las Fuerzas Armadas, 4 ;Getafe;-;28901;916817989;916839815;Público;
Madrid-Sur;28037521;CP INF-PRI;FERNANDO DE LOS RIOS;Avenida Del Oeste, 4 ;Alcorcón;-;28922;916439974;916439974;Público;
Madrid-Oeste;28038458;CP INF-PRI;FERNANDO DE LOS RIOS;Avenida De España, 1 ;Rozas de Madrid, Las;-;28231;916393365;916346508;Público;
Madrid-Capital;28010618;CP INF-PRI;FERNANDO EL CATOLICO;Calle De Fernando El Católico, 16 ;Madrid;Chamberí;28015;914442902;914469251;Público;
Madrid-Capital;28021291;CP INF-PRI;FILOSOFO SENECA;Calle De Santa Adela, 21 ;Madrid;Hortaleza;28033;917638145;913817216;Público;
Madrid-Capital;28026006;CP INF-PRI;FONTARRON;Calle Del Arroyo Fontarrón, 24 ;Madrid;Moratalaz;28030;917720378;913050045;Público;
Madrid-Capital;28019397;CP INF-PRI;FRANCISCO ARRANZ;Calle De Sondica, 2 ;Madrid;Latina;28044;917066882;917066882;Público;
Madrid-Norte;28024551;CP INF-PRI;FRANCISCO CARRILLO;Avenida De Parroco Miguel Ruiz Felguera, 2 ;San Sebastián de los Reyes;-;28701;916526847;916239311;Público;
Madrid-Capital;28010680;CP INF-PRI;FRANCISCO DE GOYA;Calle De Antillón, 23 ;Madrid;Latina;28011;914637472;914633270;Público;
Madrid-Sur;28070731;CP INF-PRI;FRANCISCO DE GOYA;Avenida De Europa, 4 ;Fuenlabrada;-;28943;916153513;916153513;Público;
Madrid-Capital;28010643;CP INF-PRI;FRANCISCO DE LUIS;Calle Del Corregidor Rodrigo Rodríguez, 5 ;Madrid;Moratalaz;28030;914394600;913284275;Público;
Madrid-Sur;28063829;CP INF-PRI;FRANCISCO DE ORELLANA;Calle Barcelona, 19 ;Arroyomolinos;-;28939;916096054;916897935;Público;
Madrid-Capital;28005374;CP INF-PRI;FRANCISCO DE QUEVEDO;Calle De Granada, 16 ;Madrid;Retiro;28007;915515211;914333827;Público;
Madrid-Sur;28058561;CP INF-PRI;FRANCISCO DE QUEVEDO;Avenida De Las Fuerzas Armadas, 6 ;Getafe;-;28901;916821924;916810669;Público;
Madrid-Sur;28028830;CP INF-PRI;FRANCISCO DE QUEVEDO;Camino De Los Frailes, 6 ;Leganés;-;28914;916948222;916939224;Público;
Madrid-Este;28031440;CP INF-PRI;FRANCISCO DE QUEVEDO;Calle San Vidal, 8 ;Alcalá de Henares;-;28803;918807835;918807835;Público;
Madrid-Oeste;28032511;CP INF-PRI;FRANCISCO DE QUEVEDO;Calle Blas De Otero, 61 ;Majadahonda;-;28220;916347570;916384014;Público;
Madrid-Sur;28029652;CP INF-PRI;FRANCISCO DE QUEVEDO;Calle De Alemania, 18 ;Fuenlabrada;-;28943;916074845;916073663;Público;
Madrid-Capital;28005350;CP INF-PRI;FRANCISCO FATOU;Camino De La Suerte, 23 ;Madrid;Villa de Vallecas;28031;913321050;913323222;Público;
Madrid-Capital;28005386;CP INF-PRI;FRANCISCO RUANO;Calle De Almuradiel, 150 ;Madrid;Puente de Vallecas;28053;917862196;917862196;Público;
Madrid-Este;28063957;CP INF-PRI;FRANCISCO TOMAS Y VALIENTE;Calle Paulonia, 2 ;Velilla de San Antonio;-;28891;916608619;916608824;Público;
Madrid-Capital;28005404;CP INF-PRI;FRAY JUNIPERO SERRA;Camino De Valderribas, 120 ;Madrid;Puente de Vallecas;28038;914304882;914376926;Público;
Madrid-Sur;28042243;CP INF-PRI;FRAY PEDRO DE AGUADO;Calle Duque De Lerma, 2 ;Valdemoro;-;28341;918955956;918083934;Público;
Madrid-Sur;28033761;CP INF-PRI;FREGACEDOS;Avenida De Pablo Iglesias, 1 ;Fuenlabrada;-;28942;916892852;916046218;Público;
Madrid-Sur;28063908;CP INF-PRI;FUENTE DE LA VILLA;Ronda De San Sebastián, S/n ;Valdemoro;-;28343;918091946;918091946;Público;
Madrid-Sur;28063854;CP INF-PRI;FUENTE DEL PALOMAR;Calle De Camilo José Cela, 2 ;Alcorcón;-;28922;916449864;916449855;Público;
Madrid-Norte;28038471;CP INF-PRI;FUENTE SANTA;Calle Del Real, 114 ;San Sebastián de los Reyes;-;28703;916511311;916515729;Público;
Madrid-Sur;28073884;CP INF-PRI;FUENTES CLARAS;Calle San Isidro, S/n ;Cubas de la Sagra;-;28978;918142993;918144074;Público;
Madrid-Norte;28031211;CP INF-PRI;FUENTESANTA;Avenida De Andalucía, 55 ;Colmenar Viejo;-;28770;918452904;918453502;Público;
Madrid-Sur;28039153;CP INF-PRI;GABRIEL CELAYA;Calle Del Pintor Murillo, 32 ;Móstoles;-;28933;916173359;916173359;Público;
Madrid-Norte;28033680;CP INF-PRI;GABRIEL GARCIA MARQUEZ;Sector Músicos, 11 ;Tres Cantos;-;28760;918037421;918030996;Público;
Madrid-Sur;28035470;CP INF-PRI;GABRIEL GARCIA MARQUEZ;Avenida De España, 66 ;Getafe;-;28903;916826361;916826361;Público;
Madrid-Este;28024873;CP INF-PRI;GABRIEL Y GALAN;Calle Ronda Poniente, 5 ;Torrejón de Ardoz;-;28850;916756360;916756360;Público;
Madrid-Norte;28026638;CP INF-PRI;GABRIEL Y GALAN;Avenida Olímpica, 16 ;Alcobendas;-;28108;916528965;916538017;Público;
Madrid-Capital;28063775;CP INF-PRI;GABRIELA MISTRAL;Calle De Mirallos, 3 ;Madrid;Fuencarral-El Pardo;28050;913586549;913586557;Público;
Madrid-Sur;28078584;CP INF-PRI;GABRIELA MORREALE;Calle Londres C/v Viena C/v Nogal ;Leganés;-;28918;686141887;917031997;Público;
Madrid-Capital;28031804;CP INF-PRI;GANDHI;Calle De Gandhi, 10 ;Madrid;Ciudad Lineal;28017;917544592;913045222;Público;
Madrid-Sur;28063911;CP INF-PRI;GANDHI;Calle Jacinto Benavente, S/n ;Villaviciosa de Odón;-;28670;916163067;916164671;Público;
Madrid-Este;28032341;CP INF-PRI;GARCIA LORCA;Calle Torrelaguna, 29 ;Alcalá de Henares;-;28806;918888202;918776389;Público;
Madrid-Capital;28010655;CP INF-PRI;GARCIA MORENTE;Ronda Sur, 229 ;Madrid;Puente de Vallecas;28053;917852016;917856013;Público;
Madrid-Sur;28003407;CP INF-PRI;GARCILASO DE LA VEGA;Calle Fuente De La Salud, 32 ;Griñón;-;28971;918140050;918140819;Público;
Madrid-Capital;28037648;CP INF-PRI;GARCILASO DE LA VEGA;Calle De Trefacio, 18 ;Madrid;Hortaleza;28043;913882060;917161701;Público;
Madrid-Este;28024460;CP INF-PRI;GENERAL IZQUIERDO;Calle Juan De Austria, 40 ;San Martín de la Vega;-;28330;918946438;918937684;Público;
Madrid-Sur;28031041;CP INF-PRI;GERARDO DIEGO;Paseo De La Ermita, 19 ;Leganés;-;28918;916807724;916807724;Público;
Madrid-Sur;28032535;CP INF-PRI;GERARDO DIEGO;Calle De La Paloma, 43 ;Parla;-;28981;916986901;916986901;Público;
Madrid-Capital;28026547;CP INF-PRI;GINER DE LOS RIOS;Calle De Membezar, 25 ;Madrid;Puente de Vallecas;28053;917858021;917858021;Público;
Madrid-Sur;28043031;CP INF-PRI;GINER DE LOS RIOS;Calle Río Guadiana, 8 ;Parla;-;28981;916981805;916989207;Público;
Madrid-Sur;28049407;CP INF-PRI;GINER DE LOS RIOS;Avenida De Los Andes, S/n ;Fuenlabrada;-;28945;916908796;916065578;Público;
Madrid-Sur;28033722;CP INF-PRI;GINER DE LOS RIOS;Calle Elvas, 9 ;Leganés;-;28917;916115712;916115712;Público;
Madrid-Este;28035895;CP INF-PRI;GINER DE LOS RIOS;Calle Álamo, 6 ;Torrejón de Ardoz;-;28850;916564952;916780879;Público;
Madrid-Sur;28057039;CP INF-PRI;GLORIA  FUERTES;Avenida De Los Arces, S/n ;Getafe;-;28903;916963512;916835054;Público;
Madrid-Capital;28035536;CP INF-PRI;GLORIA FUERTES;Calle Del Censo, 3 ;Madrid;Usera;28041;913412180;913410018;Público;
Madrid-Este;28049493;CP INF-PRI;GLORIA FUERTES;Calle De La Estación, 36 ;Meco;-;28880;918861614;918861614;Público;
Madrid-Sur;28003778;CP INF-PRI;GONZALO DE BERCEO;Calle San Bernardo, 13 ;Leganés;-;28917;916125100;916126312;Público;
Madrid-Capital;28006111;CP INF-PRI;GONZALO DE BERCEO;Avenida De Abrantes, 5 ;Madrid;Carabanchel;28025;915697225;914692174;Público;
Madrid-Este;28029901;CP INF-PRI;GONZALO DE BERCEO;Avenida De España, S/n ;Coslada;-;28821;916725616;916725616;Público;
Madrid-Capital;28005441;CP INF-PRI;GONZALO FERNANDEZ DE CORDOBA;Calle De Adanero, 3 ;Madrid;Latina;28024;917113625;917113735;Público;
Madrid-Sur;28040830;CP INF-PRI;GREEN PEACE;Calle De Miguel De Unamuno, 34 ;Fuenlabrada;-;28944;916152222;916909794;Público;
Madrid-Este;28025506;CP INF-PRI;GREGORIO CANELLA;Calle Valdeláguila, S/n ;Villalbilla;-;28810;918846397;918846397;Público;
Madrid-Este;28046145;CP INF-PRI;GUERNICA;Plaza De Guernica, S/n ;San Fernando de Henares;-;28830;916695525;916738741;Público;
Madrid-Capital;28049365;CP INF-PRI;GUINDALERA;Calle De Bóston, 1 ;Madrid;Salamanca;28028;917252437;917255776;Público;
Madrid-Capital;28005465;CP INF-PRI;GUSTAVO ADOLFO BECQUER;Calle De Santa Genoveva, 32 ;Madrid;Ciudad Lineal;28017;914051507;914053498;Público;
Madrid-Capital;28005477;CP INF-PRI;HAITI;Calle De Guabairo, 22 ;Madrid;Carabanchel;28047;914220250;914651108;Público;
Madrid-Este;28063945;CP INF-PRI;HANS CHRISTIAN ANDERSEN;Calle Fernando Trueba, 8 ;Rivas-Vaciamadrid;-;28521;914996866;914996871;Público;
Madrid-Este;28033886;CP INF-PRI;HENARES;Calle De La Ciudad De París, 24 ;Mejorada del Campo;-;28840;916681509;916680771;Público;
Madrid-Sur;28025661;CP INF-PRI;HERMANOS GARCIA NOBLEJAS;Calle Madroño, 3 ;Villaviciosa de Odón;-;28670;916161414;916164697;Público;
Madrid-Este;28002646;CP INF-PRI;HERMANOS ORTIZ DE ZARATE;Calle Sociedad De Cosecheros, 2 ;Chinchón;-;28370;918940961;918941028;Público;
Madrid-Capital;28005489;CP INF-PRI;HERMANOS PINZON;Calle Del Azor, 4 ;Madrid;Latina;28024;915186040;915186040;Público;
Madrid-Sur;28003493;CP INF-PRI;HERMANOS TORA;Calle Del Conde, 3 ;Humanes de Madrid;-;28970;916040273;916040538;Público;
Madrid-Capital;28005490;CP INF-PRI;HERNAN CORTES;Calle De Los Yébenes, 241 ;Madrid;Latina;28047;917176844;917180472;Público;
Madrid-Norte;28075546;CP INF-PRI;HEROES DEL 2 DE MAYO;Calle Del Orient Express, S/n ;Colmenar Viejo;-;28770;916288889;-;Público;
Madrid-Capital;28005519;CP INF-PRI;HONDURAS;Paseo De Federico García Lorca, 19 ;Madrid;Villa de Vallecas;28031;913325719;913325719;Público;
Madrid-Capital;28040106;CP INF-PRI;HORTALEZA;Calle De Valdetorres De Jarama, 1 ;Madrid;Hortaleza;28033;917642900;913816099;Público;
Madrid-Capital;28025971;CP INF-PRI;IGNACIO ZULOAGA;Calle De Alejandro Rodríguez, 34 ;Madrid;Tetuán;28039;914509620;913980080;Público;
Madrid-Este;28000558;CP INF-PRI;INFANTA CATALINA;Calle San Vidal, 6 ;Alcalá de Henares;-;28803;918886145;918836953;Público;
Madrid-Oeste;28039347;CP INF-PRI;INFANTA ELENA;Camino Huertas, 13 ;Pozuelo de Alarcón;-;28223;917155847;917155847;Público;
Madrid-Capital;28063787;CP INF-PRI;INFANTA LEONOR;Calle Monasterio De El Paular, 140 ;Madrid;Fuencarral-El Pardo;28049;917508788;917508847;Público;
Madrid-Norte;28064068;CP INF-PRI;INFANTA LEONOR;Avenida Alcalde Lorenzo Ginés Brandin, S/n ;San Agustín del Guadalix;-;28750;918489692;918489693;Público;
Madrid-Norte;28035691;CP INF-PRI;INFANTAS ELENA Y CRISTINA;Avenida Del Moscatelar, 15 ;San Sebastián de los Reyes;-;28703;916543775;916543775;Público;
Madrid-Este;28030368;CP INF-PRI;IPLACEA;Calle Del Río Guadarrama, 1 ;Alcalá de Henares;-;28803;918898885;918837179;Público;
Madrid-Capital;28004552;CP INF-PRI;ISAAC ALBENIZ;Calle De La Drácena, 29 ;Madrid;Chamartín;28016;913596972;913596972;Público;
Madrid-Capital;28005568;CP INF-PRI;ISAAC PERAL;Glorieta De Rufino Novalvos, 5 ;Madrid;Carabanchel;28025;914726780;914726780;Público;
Madrid-Capital;28010710;CP INF-PRI;ISABEL LA CATOLICA;Calle De Barceló, 2 ;Madrid;Centro;28004;915217840;915229393;Público;
Madrid-Sur;28023662;CP INF-PRI;ISABEL LA CATOLICA;Calle De San Nicolás, 8 ;Pinto;-;28320;916911057;916925099;Público;
Madrid-Sur;28079448;CP INF-PRI;ISABEL LA CATOLICA;Calle Democracia ;Alcorcón;-;28922;-;-;Público;
Madrid-Oeste;28037995;CP INF-PRI;JACINTO BENAVENTE;Calle De La Pedriza, 30 ;Galapagar;-;28260;918582893;918582149;Público;
Madrid-Sur;28045153;CP INF-PRI;JACINTO BENAVENTE;Calle Adolfo Marsillach, 3 ;Leganés;-;28914;916860723;917031777;Público;
Madrid-Capital;28005601;CP INF-PRI;JAIME BALMES;Calle De Sierra De La Solana, 2 ;Madrid;Puente de Vallecas;28053;914785884;914771646;Público;
Madrid-Este;28036191;CP INF-PRI;JAIME VERA;Calle Brasil, S/n ;Torrejón de Ardoz;-;28850;916560470;916780153;Público;
Madrid-Capital;28050343;CP INF-PRI;JAIME VERA;Calle De Bravo Murillo, 162 ;Madrid;Tetuán;28020;915723019;915709453;Público;
Madrid-Este;28022888;CP INF-PRI;JARAMA;Calle Del Doctor Gonzalo Sierra, 6 ;Mejorada del Campo;-;28840;916790520;916680942;Público;
Madrid-Este;28043399;CP INF-PRI;JARAMA;Calle Del Olivo, S/n ;Rivas-Vaciamadrid;-;28522;916667595;913011982;Público;
Madrid-Capital;28005623;CP INF-PRI;JAVIER DE MIGUEL;Calle Del Puerto De Viñamala, 11 ;Madrid;Puente de Vallecas;28018;913035102;913805770;Público;
