CONSULTA DE CENTROS Y SERVICIOS EDUCATIVOS;;;;;;;;;;;;
AREA TERRITORIAL;CODIGO CENTRO;TIPO DE CENTRO;CENTRO;DOMICILIO;MUNICIPIO;DISTRITO MUNICIPAL;COD. POSTAL;TELEFONO;FAX;TITULARIDAD
Madrid-Sur;28039967;CP INF-PRI;ANDRES SEGOVIA;Calle Empecinado, 60 ;Móstoles;-;28936;916451309;916451309;Público;
Madrid-Sur;28039736;CP INF-PRI;ANDRES SEGOVIA;Calle De Jerónimo Del Moral, 104 ;Ciempozuelos;-;28350;918931751;918931751;Público;
Madrid-Sur;28038276;CP INF-PRI;ANDRES SEGOVIA;Avenida Europa, 1 ;Leganés;-;28915;916870128;916861729;Público;
Madrid-Sur;28023017;CP INF-PRI;ANDRES TORREJON;Calle Juan De Austria, 2 ;Móstoles;-;28931;916461167;916480429;Público;
Madrid-Este;28002671;CP INF-PRI;ANGEL BERZAL FERNANDEZ;Camino Del Fresno De Torote, S/n ;Daganzo de Arriba;-;28814;918841258;918782503;Público;
Madrid-Este;28025233;CP INF-PRI;ANGEL CASTRO;Calle Silo, S/n ;Valdeavero;-;28816;918864343;918864343;Público;
Madrid-Sur;28069212;CP INF-PRI;ANGEL GONZALEZ;Calle Humanes De Madrid, 12 ;Leganés;-;28914;916485884;916486532;Público;
Madrid-Norte;28057027;CP INF-PRI;ANGEL LEON;Calle De Las Moradas, 3 ;Colmenar Viejo;-;28770;918458083;918458084;Público;
Madrid-Capital;28077877;CP INF-PRI;ANGEL NIETO;Avenida De Las Suertes Esquina C/ Arte Expresionista, S/n ;Madrid;Villa de Vallecas;28051;660486591;-;Público;
Madrid-Sur;28057040;CP INF-PRI;ANTON SEVILLANO;Calle Ruiseñor, 1-3 ;Sevilla la Nueva;-;28609;918124093;918124064;Público;
Madrid-Este;28074608;CP INF-PRI;ANTONI TAPIES;Calle Venezuela, 12 ;Coslada;-;28823;916714733;916714733;Público;
Madrid-Norte;28037740;CP INF-PRI;ANTONIO BUERO VALLEJO;Calle Vizcaya, 28 ;San Sebastián de los Reyes;-;28701;916527825;916537253;Público;
Madrid-Este;28000054;CP INF-PRI;ANTONIO DE NEBRIJA;Calle San Ignacio De Loyola, 13 ;Alcalá de Henares;-;28806;918882368;918882368;Público;
Madrid-Capital;28021215;CP INF-PRI;ANTONIO DE NEBRIJA;Calle De Juan José Martínez Seco, 77 ;Madrid;Villaverde;28021;917963500;915051317;Público;
Madrid-Capital;28072478;CP INF-PRI;ANTONIO FONTAN;Avenida Santuario De Valverde C/v Monasterio Arlanza, S/n ;Madrid;Fuencarral-El Pardo;28049;911722243;911720001;Público;
Madrid-Sur;28023108;CP INF-PRI;ANTONIO HERNANDEZ;Calle Del Pintor Velázquez, 13 ;Móstoles;-;28933;916133008;916140148;Público;
Madrid-Norte;28000601;CP INF-PRI;ANTONIO MACHADO;Calle De Miraflores, 59 ;Alcobendas;-;28100;916526807;916639504;Público;
Madrid-Sur;28049390;CP INF-PRI;ANTONIO MACHADO;Calle De La Comunidad De Madrid, 4 ;Fuenlabrada;-;28944;916900158;916154515;Público;
Madrid-Este;28042978;CP INF-PRI;ANTONIO MACHADO;Calle Tenerife, S/n ;Arganda del Rey;-;28500;918704741;918718095;Público;
Madrid-Oeste;28041731;CP INF-PRI;ANTONIO MACHADO;Calle Ignacio González, 15 ;Collado Villalba;-;28400;918513622;918490423;Público;
Madrid-Norte;28039359;CP INF-PRI;ANTONIO MACHADO;Calle De Miguel De Cervantes, 7 ;Colmenar Viejo;-;28770;918455004;918457333;Público;
Madrid-Sur;28034027;CP INF-PRI;ANTONIO MACHADO;Calle Lago Tiberíades, 1 ;Parla;-;28981;916983566;916053921;Público;
Madrid-Este;28033621;CP INF-PRI;ANTONIO MACHADO;Calle Jiménez De Quesada, 7 ;Alcalá de Henares;-;28802;918815557;918815557;Público;
Madrid-Este;28031531;CP INF-PRI;ANTONIO MACHADO;Calle Plata, S/n ;Torrejón de Ardoz;-;28850;916768492;916769638;Público;
Madrid-Norte;28031521;CP INF-PRI;ANTONIO MACHADO;Avenida De Valencia, 5 ;San Sebastián de los Reyes;-;28702;916534935;-;Público;
Madrid-Oeste;28031506;CP INF-PRI;ANTONIO MACHADO;Avenida Reyes Católicos, 7 ;Majadahonda;-;28220;916389521;916389521;Público;
Madrid-Sur;28030381;CP INF-PRI;ANTONIO MACHADO;Avenida De La Reina Sofía, 42 ;Leganés;-;28919;916881997;916808775;Público;
Madrid-Capital;28005039;CP INF-PRI;ANTONIO MACHADO;Calle De Allariz, 3 ;Madrid;Carabanchel;28044;915088661;914006788;Público;
Madrid-Este;28073926;CP INF-PRI;ANTONIO MINGOTE;Calle Arturo Soria, 7 ;Alcalá de Henares;-;28806;918786065;918786119;Público;
Madrid-Capital;28010874;CP INF-PRI;ANTONIO MORENO ROSALES;Calle Del Olmo, 4 ;Madrid;Centro;28012;915390646;915390646;Público;
Madrid-Norte;28043387;CP INF-PRI;ANTONIO OSUNA;Sector Islas, 26 ;Tres Cantos;-;28760;918038300;918045289;Público;
Madrid-Oeste;28034064;CP INF-PRI;ANTONIORROBLES;Calle Monte Del Fraile, 6 ;San Lorenzo de El Escorial;-;28200;918903391;918901017;Público;
Madrid-Sur;28023145;CP INF-PRI;ANTUSANA;Calle Del Río Sil, 60 ;Móstoles;-;28935;916471347;916463087;Público;
Madrid-Este;28002245;CP INF-PRI;APIS AURELIA;Calle Madrid, 28 ;Colmenar de Oreja;-;28380;918943309;918942560;Público;
Madrid-Capital;28033941;CP INF-PRI;ARAGON;Avenida De Rafael Alberti, 2 ;Madrid;Puente de Vallecas;28038;913039852;913806367;Público;
Madrid-Capital;28010424;CP INF-PRI;ARAVACA;Calle Del Estudio, 6 ;Madrid;Moncloa-Aravaca;28023;913078119;913071832;Público;
Madrid-Capital;28006469;CP INF-PRI;ARCIPRESTE DE HITA;Calle De Antonio Moreno, 25 ;Madrid;Carabanchel;28025;915605495;914605635;Público;
Madrid-Sur;28037582;CP INF-PRI;ARCIPRESTE DE HITA;Avenida De España, 26 ;Fuenlabrada;-;28941;916973014;916098694;Público;
Madrid-Norte;28064056;CP INF-PRI;ARCO DE LA SIERRA;Calle De Santa Águeda, S/n ;Molar, El;-;28710;918412890;918412918;Público;
Madrid-Capital;28021124;CP INF-PRI;ARQUITECTO GAUDI;Calle De Rosa Jardón, 10 ;Madrid;Chamartín;28016;913506564;913506564;Público;
Madrid-Capital;28035524;CP INF-PRI;ASTURIAS;Calle De Los Asturianos, 2 ;Madrid;Puente de Vallecas;28018;917770635;917850680;Público;
Madrid-Oeste;28023807;CP INF-PRI;ASUNCION DE NTRA. SRA.;Calle Tahona, 12 ;Pozuelo de Alarcón;-;28223;917151253;917151253;Público;
Madrid-Sur;28031233;CP INF-PRI;AULA 3;Calle De Las Panaderas, 18 ;Fuenlabrada;-;28944;916154978;916099042;Público;
Madrid-Capital;28071383;CP INF-PRI;AUSIAS MARCH;Calle De La Estefanita, 9 ;Madrid;Villaverde;28021;917109916;917964694;Público;
Madrid-Sur;28077336;CP INF-PRI;AVERROES;Avenida De Francia Esquina Calle Suiza ;Arroyomolinos;-;28939;676587715;917031869;Público;
Madrid-Capital;28005091;CP INF-PRI;AZORIN;Calle De Godella, 57 ;Madrid;Villaverde;28021;917975733;917231639;Público;
Madrid-Norte;28060233;CP INF-PRI;BACHILLER ALONSO LOPEZ;Calle Francisco Largo Caballero, S/n ;Alcobendas;-;28100;916618157;916612505;Público;
Madrid-Capital;28005106;CP INF-PRI;BARCELONA;Avenida De La Verbena De La Paloma, 14 ;Madrid;Villaverde;28041;913603078;913179568;Público;
Madrid-Sur;28001940;CP INF-PRI;BATALLA DE BRUNETE;Calle Del Escorial, 32 ;Brunete;-;28690;918158969;918159396;Público;
Madrid-Sur;28023029;CP INF-PRI;BEATO SIMON DE ROJAS;Paseo De Goya, 3 ;Móstoles;-;28931;916131314;916642560;Público;
Madrid-Este;28028738;CP INF-PRI;BEATRIZ GALINDO;Calle Violeta, 19 ;Alcalá de Henares;-;28803;918898064;918812912;Público;
Madrid-Este;28070721;CP INF-PRI;BEETHOVEN;Calle Montserrat Roig, 8 ;Torrejón de Ardoz;-;28850;914885016;914886550;Público;
Madrid-Sur;28035381;CP INF-PRI;BELLAS VISTAS;Calle De Sahagún, 32 ;Alcorcón;-;28925;914880223;914880713;Público;
Madrid-Este;28001824;CP INF-PRI;BELMONTE DE TAJO;Calle Tomás Díaz Vázquez, 8 ;Belmonte de Tajo;-;28390;918747247;918747386;Público;
Madrid-Oeste;28033953;CP INF-PRI;BENITO PEREZ GALDOS;Avenida Guadarrama, 40 ;Majadahonda;-;28220;916386453;916394536;Público;
Madrid-Sur;28035573;CP INF-PRI;BENITO PEREZ GALDOS;Paseo De Arroyomolinos, 44 ;Móstoles;-;28938;916474667;916474667;Público;
Madrid-Sur;28039074;CP INF-PRI;BENITO PEREZ GALDOS;Calle Cuzco, 17 ;Fuenlabrada;-;28945;916066605;914920504;Público;
Madrid-Este;28069741;CP INF-PRI;BENITO PEREZ GALDOS;Calle León Felipe, 32 ;Arganda del Rey;-;28500;918759191;918759191;Público;
Madrid-Capital;28075777;CP INF-PRI;BLAS DE LEZO;Calle De Fromista, 27 ;Madrid;Fuencarral-El Pardo;28050;912761564;917031658;Público;
Madrid-Sur;28076320;CP INF-PRI;BLAS DE LEZO;Calle Estrella Denébola, S/n ;Parla;-;28983;916216456;911376646;Público;
Madrid-Sur;28031130;CP INF-PRI;BLAS DE OTERO;Calle Del Pintor Velázquez, 20 ;Móstoles;-;28933;916186591;916643072;Público;
Madrid-Capital;28035512;CP INF-PRI;BLAS DE OTERO;Calle De Puentelarra, 34 ;Madrid;Villa de Vallecas;28031;913311550;913310535;Público;
Madrid-Este;28037557;CP INF-PRI;BLAS DE OTERO;Calle De La Virgen De La Cabeza, S/n ;Coslada;-;28821;916736620;916696918;Público;
Madrid-Sur;28037533;CP INF-PRI;BLAS DE OTERO;Avenida Del Oeste, 4 ;Alcorcón;-;28922;916439985;916439985;Público;
Madrid-Capital;28005155;CP INF-PRI;BOLIVIA;Calle De Villavaliente, 29 ;Madrid;Latina;28011;914649989;914649989;Público;
Madrid-Capital;28021331;CP INF-PRI;BRAVO MURILLO;Calle De Las Islas Cíes, 11 ;Madrid;Fuencarral-El Pardo;28035;917385793;917385793;Público;
Madrid-Capital;28031063;CP INF-PRI;BREOGAN;Calle De Ginzo De Limia, 2 ;Madrid;Fuencarral-El Pardo;28029;917304040;917396184;Público;
Madrid-Sur;28029937;CP INF-PRI;BUENOS AIRES;Calle Cañada Real De Toledo, 24 ;Pinto;-;28320;916912548;916924128;Público;
Madrid-Sur;28003501;CP INF-PRI;CALDERON DE LA BARCA;Calle Río Duero, 24 ;Leganés;-;28913;914810294;916850961;Público;
Madrid-Capital;28037201;CP INF-PRI;CALDERON DE LA BARCA;Calle De Calderón, 2 ;Madrid;Barajas;28042;917472465;917473130;Público;
Madrid-Capital;28041755;CP INF-PRI;CAMILO JOSE CELA;Calle De Melchor Fernández Almagro, 22 ;Madrid;Fuencarral-El Pardo;28029;917392424;913781507;Público;
Madrid-Sur;28039104;CP INF-PRI;CAMPOHERMOSO;Calle Valdehondillo, 1 ;Humanes de Madrid;-;28970;916040800;916042692;Público;
Madrid-Oeste;28060336;CP INF-PRI;CANTOS ALTOS;Camino De La Fonda, S/n ;Collado Villalba;-;28400;918499966;918498568;Público;
Madrid-Oeste;28002385;CP INF-PRI;CAÑADA REAL;Calle El Almiar, 35 ;Collado Villalba;-;28400;918500060;918506550;Público;
Madrid-Capital;28005179;CP INF-PRI;CAPITAN CORTES;Calle De Monseñor Oscar Romero, 17 ;Madrid;Carabanchel;28025;914628662;914619130;Público;
Madrid-Este;28000066;CP INF-PRI;CARDENAL CISNEROS;Calle San Juan, 2 ;Alcalá de Henares;-;28801;918880447;918837578;Público;
Madrid-Norte;28025130;CP INF-PRI;CARDENAL CISNEROS;Calle De Fray José De Almonacid, 13 ;Torrelaguna;-;28180;918430443;918431212;Público;
Madrid-Capital;28030198;CP INF-PRI;CARDENAL HERRERA ORIA;Calle De Fermín Caballero, 68 ;Madrid;Fuencarral-El Pardo;28034;913781613;917385711;Público;
Madrid-Sur;28065528;CP INF-PRI;CARLOS CANO;Avenida De Nuevo Versalles, 2 ;Fuenlabrada;-;28942;916045480;916045480;Público;
Madrid-Sur;28065516;CP INF-PRI;CARLOS III;Calle De Las Moreras, 221 ;Aranjuez;-;28300;918090165;918923245;Público;
Madrid-Este;28002737;CP INF-PRI;CARLOS RUIZ;Calle Del Prado, 2 ;Estremera;-;28595;918721356;918721649;Público;
Madrid-Sur;28023297;CP INF-PRI;CARLOS RUIZ;Calle De Luis Zapata, 3 ;Navalcarnero;-;28600;918110553;918113817;Público;
Madrid-Oeste;28002877;CP INF-PRI;CARLOS RUIZ;Calle Colmenarejo, 40 ;Galapagar;-;28260;918587015;918581268;Público;
Madrid-Sur;28050409;CP INF-PRI;CARLOS RUIZ;Calle De Antonio Machado, 48 ;Rozas de Puerto Real;-;28649;918648634;918648634;Público;
Madrid-Este;28024836;CP INF-PRI;CARLOS RUIZ;Avenida Del Ferrocarril, 8 ;Tielmes;-;28550;918746030;918746030;Público;
Madrid-Capital;28020661;CP INF-PRI;CARLOS SAINZ DE LOS TERREROS;Calle De Cartama, 1 ;Madrid;Puente de Vallecas;28018;917783885;917774420;Público;
Madrid-Capital;28010461;CP INF-PRI;CARLOS V;Calle De La Virgen Del Val, 3 ;Madrid;Ciudad Lineal;28027;914041481;914052705;Público;
Madrid-Capital;28010473;CP INF-PRI;CARMEN CABEZUELO;Calle De Cangas De Onís, 7 ;Madrid;San Blas-Canillejas;28037;913040117;913049991;Público;
Madrid-Sur;28000856;CP INF-PRI;CARMEN CONDE;Avenida Del Oeste, 2 ;Alcorcón;-;28922;916448242;916440016;Público;
Madrid-Sur;28035494;CP INF-PRI;CARMEN CONDE;Calle Pedro Patiño, 3 ;Leganés;-;28914;916887595;916887595;Público;
Madrid-Norte;28035391;CP INF-PRI;CARMEN HERNANDEZ GUARCH;Sector Descubridores, 26 ;Tres Cantos;-;28760;918030997;918032801;Público;
Madrid-Norte;28050367;CP INF-PRI;CARMEN IGLESIAS;Avenida De Los Labradores, 13 ;Tres Cantos;-;28760;918034186;918034237;Público;
Madrid-Capital;28071826;CP INF-PRI;CARMEN LAFORET;Calle De Omega, 60 ;Madrid;Vicálvaro;28032;917760141;917604734;Público;
Madrid-Oeste;28063994;CP INF-PRI;CARPE DIEM;Calle Rio Ebro, 2 ;Villanueva del Pardillo;-;28229;918100254;918123577;Público;
Madrid-Este;28031971;CP INF-PRI;CARRETAS;Calle Grupo Escolar, 1 ;Arganda del Rey;-;28500;918710827;918710827;Público;
Madrid-Norte;28033655;CP INF-PRI;CASTILLA;Plaza De Castilla, 4 ;Alcobendas;-;28100;916530448;912296976;Público;
Madrid-Sur;28031415;CP INF-PRI;CELSO EMILIO FERREIRO;Avenida De Los Sauces, 53 ;Móstoles;-;28935;916470184;916464218;Público;
Madrid-Este;28000078;CP INF-PRI;CERVANTES;Calle Giner De Los Ríos, 5 ;Alcalá de Henares;-;28800;918889973;918816276;Público;
Madrid-Capital;28005210;CP INF-PRI;CERVANTES;Calle De Raimundo Fernández Villaverde, 4 ;Madrid;Chamberí;28003;915330837;915330837;Público;
Madrid-Sur;28026523;CP INF-PRI;CERVANTES;Calle De Extremadura, 40 ;Fuenlabrada;-;28944;916976809;912749983;Público;
Madrid-Este;28073938;CP INF-PRI;CHARLES DICKENS;Calle Berlín, 1 ;Loeches;-;28890;918851261;918851946;Público;
Madrid-Sur;28070706;CP INF-PRI;CHAVES NOGALES;Calle De Berlín C/v A C/ Atenas, S/n ;Alcorcón;-;28922;914983286;916890325;Público;
Madrid-Norte;28058551;CP INF-PRI;CHOZAS DE LA SIERRA;Avenida De Las Islas, S/n ;Soto del Real;-;28791;918479337;918478374;Público;
Madrid-Capital;28019439;CP INF-PRI;CIUDAD DE BADAJOZ;Calle De Fray José Cerdeiriña, 51 ;Madrid;Latina;28024;917065611;917107103;Público;
Madrid-Norte;28042826;CP INF-PRI;CIUDAD DE COLUMBIA;Sector Pueblos, 19 ;Tres Cantos;-;28760;918032800;918040934;Público;
Madrid-Capital;28011684;CP INF-PRI;CIUDAD DE CORDOBA;Calle De Lillo, 1 ;Madrid;Villaverde;28041;913172417;913179827;Público;
Madrid-Sur;28025841;CP INF-PRI;CIUDAD DE GETAFE;Calle Buenavista, 25 ;Getafe;-;28904;916960122;916960122;Público;
Madrid-Capital;28018502;CP INF-PRI;CIUDAD DE GUADALAJARA;Calle Del Bergantín, 13 ;Madrid;Barajas;28042;917470938;917472064;Público;
Madrid-Capital;28004904;CP INF-PRI;CIUDAD DE JAEN;Calle De La Madre Rosa Blanco_, 3 ;Madrid;Usera;28041;913174313;913171644;Público;
Madrid-Capital;28005234;CP INF-PRI;CIUDAD DE LOS ANGELES;Calle De La Alegría De La Huerta, 6 ;Madrid;Villaverde;28041;917954993;915050434;Público;
Madrid-Sur;28003328;CP INF-PRI;CIUDAD DE MADRID;Avenida De Las Ciudades, 21 ;Getafe;-;28903;916952018;916829328;Público;
Madrid-Sur;28023480;CP INF-PRI;CIUDAD DE MERIDA;Avenida Juan Carlos I, 11 ;Parla;-;28981;-;916992958;Público;
Madrid-Norte;28045074;CP INF-PRI;CIUDAD DE NEJAPA;Avenida De Los Labradores, 26 ;Tres Cantos;-;28760;918033835;918035367;Público;
Madrid-Sur;28028519;CP INF-PRI;CIUDAD DE PARLA;Avenida Juan Carlos I, 15 ;Parla;-;28982;916991747;916991747;Público;
Madrid-Capital;28031087;CP INF-PRI;CIUDAD DE ROMA;Calle De Juan Esplandiu, 2 ;Madrid;Retiro;28007;915743897;915041695;Público;
Madrid-Sur;28039131;CP INF-PRI;CIUDAD DE ROMA;Calle Moraleja De Enmedio, 21 ;Móstoles;-;28935;916458911;916458911;Público;
Madrid-Capital;28020673;CP INF-PRI;CIUDAD DE VALENCIA;Calle Cerro Almodóvar, 3 ;Madrid;Villa de Vallecas;28031;913310805;913312548;Público;
Madrid-Capital;28018708;CP INF-PRI;CIUDAD DE ZARAGOZA;Calle De Manuel Aguilar Muñoz, 1 ;Madrid;Barajas;28042;913293756;912406061;Público;
Madrid-Este;28030447;CP INF-PRI;CIUDAD DEL AIRE;Calle Barberán Y Collar, 21 ;Alcalá de Henares;-;28805;918880343;918833079;Público;
Madrid-Capital;28005246;CP INF-PRI;CIUDAD PEGASO;Avenida Séptima, 12 ;Madrid;San Blas-Canillejas;28022;917412017;917436218;Público;
Madrid-Este;28024319;CP INF-PRI;CIUDADES UNIDAS;Calle Vitoria, S/n ;San Fernando de Henares;-;28830;916721138;916721138;Público;
Madrid-Sur;28035421;CP INF-PRI;CLARA CAMPOAMOR;Calle De Murcia, 14 ;Fuenlabrada;-;28945;916158712;916158712;Público;
Madrid-Sur;28048403;CP INF-PRI;CLARA CAMPOAMOR;Calle Luis Morales, 2 ;Parla;-;28982;916996292;916058663;Público;
Madrid-Este;28050434;CP INF-PRI;CLARA CAMPOAMOR;Camino De Valdemoro, 11 ;San Martín de la Vega;-;28330;918093069;918087155;Público;
Madrid-Sur;28067549;CP INF-PRI;CLARA CAMPOAMOR;Calle Del Parque Bujaruelo, 1 ;Alcorcón;-;28924;916198938;916211738;Público;
Madrid-Oeste;28064411;CP INF-PRI;CLARA CAMPOAMOR;Calle Campo De Fútbol, 4 ;Alpedrete;-;28430;918579458;918579458;Público;
Madrid-Capital;28005258;CP INF-PRI;CLAUDIO MOYANO;Calle De Cea Bermúdez, 26 ;Madrid;Chamberí;28003;915335718;915345924;Público;
Madrid-Sur;28035378;CP INF-PRI;CLAUDIO SANCHEZ ALBORNOZ;Calle De Claudio Sánchez Albornoz, S/n ;Alcorcón;-;28922;916439712;916439712;Público;
Madrid-Este;28023005;CP INF-PRI;CLAUDIO VAZQUEZ;Calle Del Grupo Escolar, 1 ;Morata de Tajuña;-;28530;918739083;918763506;Público;
Madrid-Capital;28033928;CP INF-PRI;COMPLEJO ESCOLAR PRINCIPE FELIPE;Avenida De Monforte De Lemos, 24 ;Madrid;Fuencarral-El Pardo;28029;913146819;913232548;Público;
Madrid-Capital;28010497;CP INF-PRI;CONCEPCION ARENAL;Calle De Antonio López, 1 ;Madrid;Carabanchel;28019;915652702;915650097;Público;
Madrid-Sur;28033825;CP INF-PRI;CONCEPCION ARENAL;Avenida Doctor Fleming, 5 ;Leganés;-;28912;916946516;916932835;Público;
Madrid-Sur;28033783;CP INF-PRI;CONCEPCION ARENAL;Avenida De Las Ciudades, 35 ;Getafe;-;28903;916019480;916824058;Público;
Madrid-Este;28025476;CP INF-PRI;CONCEPCION GARCIA ROBLES;Calle De Los Colegios, 2 ;Villaconejos;-;28360;918938368;918939283;Público;
Madrid-Capital;28021318;CP INF-PRI;CONCHA ESPINA;Calle De Gerardo Diego, 6 ;Madrid;Puente de Vallecas;28018;917781461;917772584;Público;
Madrid-Capital;28005261;CP INF-PRI;CONDE DE ROMANONES;Calle Del Elfo, 143 ;Madrid;Ciudad Lineal;28027;913673655;914080947;Público;
Madrid-Este;28065565;CP INF-PRI;CONDE DUQUE DE OLIVARES;Plaza Duquesa De Alba, 3 ;Loeches;-;28890;918851321;918308513;Público;
Madrid-Sur;28073008;CP INF-PRI;CONSTITUCION DE 1812;Calle De León C/v C/ Valladolid, S/n ;Leganés;-;28914;912640023;912640009;Público;
Madrid-Capital;28072995;CP INF-PRI;CORTES DE CADIZ;Avenida De Niceto Alcalá Zamora C/v Isabel De Valois, S/n ;Madrid;Hortaleza;28050;911727223;911720746;Público;
Madrid-Capital;28010527;CP INF-PRI;COSTA RICA;Calle De Camarena, 247 ;Madrid;Latina;28047;917171601;917174500;Público;
Madrid-Este;28044801;CP INF-PRI;C.R.A. AMIGOS DE LA PAZ;Calle De Las Escuelas, 3 ;Anchuelo;-;28818;918840269;918840269;Público;
Madrid-Norte;28067537;CP INF-PRI;C.R.A. DE CABANILLAS DE LA SIERRA;Avenida De Los Arrieros, 2 ;Cabanillas de la Sierra;-;28721;918439021;918439648;Público;
Madrid-Norte;28042863;CP INF-PRI;C.R.A. DE LOZOYA;Calle Luna, 2 ;Lozoya;-;28742;918693805;918693298;Público;
Madrid-Norte;28044781;CP INF-PRI;C.R.A. DE LOZOYUELA;Avenida De Madrid, 32 ;Lozoyuela-Navas-Sieteiglesias;-;28752;918694002;918694167;Público;
Madrid-Norte;28044771;CP INF-PRI;C.R.A. EL JARAMA;Calle Canal De Isabel Ii, 6 ;Patones;-;28189;918432135;-;Público;
Madrid-Este;28044823;CP INF-PRI;C.R.A. LOS OLIVOS;Carretera M-404 (aranjuez-brea), S/n ;Valdaracete;-;28594;918739492;918739492;Público;
Madrid-Oeste;28044847;CP INF-PRI;C.R.A. SIERRA OESTE ZARZALEJO;Avenida De La Estación, 75 ;Zarzalejo;-;28293;918992682;918992361;Público;
Madrid-Este;28044422;CP INF-PRI;C.R.A. VEGA DE TAJUÑA;Calle José Cañaveras, S/n ;Orusco de Tajuña;-;28570;918724616;918724534;Público;
